Description - Program titles - any/all other information written out on tape label, N
Comp 10-27/28 Sat/Sun NBC-10 11:30 PM Sat Nite Live || 10-28 Western Civilization 4AM, 1
Comp (Sat/Sun) Over Nite 6AM (EST), 1
Comp TechTV Maya on OSx 8PM, 1
Comp TechTV Mac, 1
Comp Senate / Tech TV 2:30 PM, 1
Comp TechTV Maya Free D[sic] ; Maya (OSX) PS7, 1
Comp Feb/Mar/Apr 2002 TechTV? Maya Mac OSX, 1
TechTV Mac World Expo Jobs, 1
Comp Clinton October ; Reparations ; New Years Day, 1
Supr. Ct. Dec., 1
Comp TechTV (Sat), 1
Comp Bill Maar[sic] 11AM T, 1
Comp 11PM T, 1
Comp Powell Leaves Mid-East, 1
Miss. Klan Verdict, 1
Comp (Sat) 5PM, 1
News PBS-12 Lehrer | NBR | Niteline - Sex Jehov. Wit. | Polit. Incor. C-Sp2 ZBig Etc CFR, 1
Comp New FBI Rcds 4:30 PM T, 1
Comp Jumpin Jack Flash || 8:15PM TechTV (Sat), 1
Comp TechTV 11:30, 1
Comp (Sun) Noam Chomsky Geo. Lucas Biog, 1
Comp TechTV EBooks Dvorak, 1
Comp / Overnite [illegible] 7AM, 1
Comp Canada Childr. Ret. Ch 4, 1
Comedy - Heroes of Black Comedy - Chris Rock | Nick At Nite (Sat), 1
2:30 AM Top, 1
Comp Sun Best (Sun) Bot, 1
Comp Terry Gross (Sun) Bot, 1
Comp Henry Ford Etc. (Sun), 1
Comp Larry King ; Condit Daughter, 1
Comp 12-7 11PM Daily Show || 12-8 6AM BBC C-Sp, 1
(Sun) Ecl Top, 1
Novak Suspended Ind[sic] (Sat), 1
Shuttle 1st Cloned Dog, 1
Space Shuttle (Mon), 1
(Sun) (Ecl) Top, 1
London Bombings, 1
Crossfire Top, 1
Comp 2:20 PM Bot, 1
Re-Election Specials (Sun) 4AM, 1
Comp Sen Ce[sic] Ethics | BBC 6AM (Sun), 1
Comp 11-6/11-7 (Sat) (Sun) 6AM BBC C-Sp 10AM Bot, 1
Sunday Hdln 6:30 PM, 1
News 12-20 PBS-12 (11) Lehrer | NBR | Polit Incorr. | Niteline || 12-21 TechTV Maya Demo, 1
Comp Clinton New Mex. | Oxford Union (Sat) Sun EST 5AM, 1
Comp Dec. '01 (?), 1
Comp Teen Beaten T, 1
Comp (Sat) 3:30 PM (Top), 1
Comp Nader Ann. (Sun) Bot, 1
Comp AM (Sat) Bot, 1
Comp Abuse Iraq Pris. BBC | BBC C-Sp (Ecl) 10:45 AM Bot, 1
Imus 11PM Top, 1
(Bot), 1
Nader? (Sat) Top, 1
Comp 10PM Top, 1
Comp Sen. Kennedy On Iraq Abuse Prisoners (Ecl) Bot, 1
Fox (Comp) 2-20 8PM || 2-21 4AM Top, 1
Comp 4-23 11PM | 4-24 BBC C-Sp (Sat) 10:30 AM, 1
Comp Hardball Anniv. 11Pm Bot, 1
Comp Kerry - Meet The Press (Sun) Bot, 1
Comp (Ecl) (Mon) 10AM Bot, 1
Comp Calif Quake Bot, 1
Comp PM (Sat) Bot, 1
Comp Paul Robeson Pt 2 (Sun), 1
Comp TechTV | ? (Sat), 1
Comp Tech TV T, 1
Comp 8:15 PM Bot, 1
Comp Intel Iraq Tenet[sic] 11:50 AM Bot, 1
Comp Bot 2:30 AM, 1
Comp 2-3 10PM Dem S. Primary ; Deily Show - Trump || 2-4 BBC C-Sp Bot 10AM, 1
Comp South Primary 10PM Bot, 1
Comp 6-19 CNBC Larry King ; Daily Show || 6-20 CNBC Mitch + Kiss Hardball, 1
Comedy Frasier Season Prem, 1
Comp || 6AM BBC C-Sp Daily[?] Show Bot, 1
Comp 10AM Bot, 1
Comp 6AM | BBC C-Sp 10AM Bot, 1
Comp Tony Blair Exon. Bot, 1
Comp TechTV NH Prim Bot, 1
Comp Debate 7AM Bot, 1
Comp (Sat) 1-24 1025PM Mac [illegible] || 1-25 (Sun) BBC C-Span Bot, 1
Comp Met[sic] Mac Tech TV Zoybs[sic] (Sun) 10:20 PM Bot, 1
Comp NH Prim 6AM Bot, 1
Comp 155PM Bot, 1
Comp (Sun) 6AM Bot, 1
Comp (Sun) 11PM Bot, 1
Comp 1-25 11PM Mars || 1-26 BBC C-Sp 11:30 AM Bot, 1
Comp Cam Cesar[sic] Bot, 1
Comp (Sat) 10:30 AM Bot, 1
Comp Roseanne Gay Wedding Bot, 1
Comp Pope Funeral 4:15PM, 1
Comp 4-7 10PM Pope Funeral | 4-8 3AM + BBC/C-SP Ecl, 1
Comp || Lincoln Pres. Library 10AM, 1
Comp (Sun) 5PM, 1
New Pope Benedict 2PM, 1
Sunday Hearings - Katrina Etc., 1
Hearings (Sun), 1
9AM CNN ; CSPAN2 11AM, 1
New Pope Benedict 16th, 1
Hearings (Sat), 1
Comp Frist + C. Right || BBC, 1
Comp Ron + Monica, 1
Comp 11:30 PM 4-14 / 4-15 BBC C-SP 10:15 AM, 1
Comp 5-9 9PM Hannity C[sic] || 5-10 6AM BBC C-Span 8AM, 1
Comp Nick At Nite, 1
Comp 4-11 10PM || 4-12 6AM, 1
Comp Sunday 2:00 PM, 1
Comp (Sun) 4-10 10PM || 4-11 (Mon) 6AM, 1
Comp Sat 2PM, 1
Comp 10:00 PM, 1
Comp Sunday 10PM, 1
Comp 4-9 10PM Sat || 4-10 Sun 6AM, 1
Comedy 4-16 11:30 PM SNL Tom Delay || 4-17 (Sun) 6AM BBC C-Span 10:30 AM, 1
New Pope Benedict 3PM, 1
Drama - Home Front Finale 4-26 Pt II || 8-19 PBS-12 Mystery A | B || 8-23 PBS-12 Nature | The Sixties 1|2, 1
Drama - 4-3 ABC-6 12-2AM Adventures of Baron Munchausen | PBS-12 The Making of a Legend (Gone w the Wind) | 8-5 PBS-12 Mystery | Agatha Christie, 1
Drama 5-16 Fox-29 Revenge of the Nerds III | 7-23 PBS-12 Casablanca 50th | Scandal Holly W[sic] C[sic] | Center Stage | 8-5 A7E 30 Poirot, 1
Drama 5-18 Fox-11 Star Trek Next Gen | Deep Space 9 | 5-15 Fox -11 Star Trek Next Gen | Deep Space 9 | 6-13 PBS-12 Henry V | 6-29 PBs-12 Mystery 1|2, 1
Drama 7-31 PBS-12 Auntie Mame 2:20 | 8-17 PBS-12 Audrey Hepburn Remembers | Charade | 8-22 PBS-12 "Fo[sic]", 1
Drama Star Trek - Deep Space Nine [each date], 1
Northern Exposure 8HR, 1
Drama 6-17 PBS-12 Myster | Mystery | 7-1 PBS-12 Mystery Rumous | Agatha Christie | Roger G[sic] Taiwan | 8-7 NBC-2 C[sic] Sh[sic], 1
Queen 2-14 Part I | Part II | 2-18 Part III, 1
Drama NBC-3 Fried Green Tomatoes || 5-6 PBS-12 Mystery | 8-1 A&E-30 Miss Marple, 1
Intruders 5-18 | Comedy ABC Family Matters | Dinosaurs, 1
Going To Extremes - Goat | Agatha Christie, 1
I'll Fly Away 4-24 / 5-1 | The Shiralee 12-29 | 1-8 | 1-22, 1
Clive James Fame In The 20th Century PBS-12 6-16 | 6-30 | 7-7 | 7-14 || Docu 7-14 PBS-12 NOVA Pyramids | Lost Pharoah | [illegible] Comb, 1
Christabel I & II 6-11 | III & IV 6-18, 1
Drama 7-10 HBO-2 Laurel Avenue | 7-15 PBS-12 Mystery - Ghost in the Machine 1 | 2 | 7-22 PBS-12 Mystery, 1
The Woman Who Loved Elvis ABC 6 4-18 | Drama 6-20 | 6-27 PBS-12 Masterpiece Theater - Sleepers, 1
A Fish Called Wanda 5-30 2:00 || Drama PBS-12 Great Perf. Verna G[sic] | PBS-12 Silk Stockings | Top Hat, 1
Home Front [each date] [part 1 4-26], 1
Docu 5-14 NBC-3 Bob Hope 90th Birthday Celebration | 5-23 PBs-12 Amer Indian Dance T[sic] | 6-23 PBs-12 Armiste[sic] Maupin | Larry King | [illegible], 1
Clive James' Fame in the 20th Century [each date], 1
Docu 2-8 PBS/12 Occult HIstory of the 3rd Reich | Amer. Experience | NBC-3 Leno Perrot | Letterman | 4-2 ABC-6 20-20 | 5-23 CBS-10 60 Minutes, 1
East Enders [each date] 8HR, 1
Star Trek Deep Space 9 [each date], 1
Doc 5-17 CBS-10 Connie Chung | ABC-6 Prime Time Live - Weak Sound | 6-22 PBS-12 NOVA | Rough Guide | P.O.V. || 6-23 Great Journey, 1
Docu PBS-12 Amazing Grace [sic] | Healing and the M[sic] With Bill Moyer (Volume extremely weak), 1
Docu 5-4 PBS-12 Legally | NOVA | Front Line | 5-18 PBS-12 NOVA | Frontline, 1
Docu 3-16 NBC-3 What Happened? | 3-24 CBS-10 How'd They Do That? | PBS-12 Gray Panther | Home Girl | Pulling It Together | Maya Angelou, 1
Docu 3-23 PBS-12 NOVA | Health Quarterly | Simple Co[sic] | 3-25 PBS-12 Travels | ABC-6 Discovery Russian Psychic, 1
Docu 5-27 Drama PBS-12 Nat Geog | Mystery | Agatha Christie | 6-25 PBS-12 Phila Flower | East West P[sic] | Wind Wind Buck | Out, 1
Docu 5-30 PBS-12 Amer. Exper. John Philip Sousa | Amer Experience Barnum's Big Top | 5-31 PBS-12 Women of Courage | 6-3 4:30 P Donahue / Posner, 1
Docu 4-11 ABC-6 Day One of F[sic] Power Jackson [illegible] | Oprah | McNeil Lehrer | NBR | R U Being Served? | 6-14 ABC Nite Line, 1
Docu 5-29 CBS-10 Essence Awards | 5-30 PBS-12 David Frost - Ross Perot | 6-21 PBS-12 Nature | 6-21 PBS-12 Nature | War File | Center Stage, 1
3-1 Docu Eye On The Prize | NBC-3 Letterman | Docu Nature | Nature || 5-21 ABC-6 20-20 | 5-25 PBS-12 Frontline, 1
Docu 5-13 PBs-12 Swiss Railway Journeys | Mystery | 5-16 PBS-12 [illegible] | Race Relat. Drama | ABC-6 Day One, 1
Legacy Final 6-1 | Docu 6-1 PBS-12 NOVA | Global Option | PBS-12 K | 6-4 ABC-6 20-20 | 6-7 PBS-12 Nature, 1
Docu ABC-6 4-27 We're Expecting | 4-28 CBS-10 How'd They Do That? | 5-3 PBS-12 Nature | Dancing (I) | 5-12 PBS-12 NOVA 40m, 1
Docu 2-25 PBS/12 Travels | Mystery | American Exp. Rachael Carson | Dame Edna | 3-25 ABC-6 Prime Time Live | 11PM News | Nite Line, 1
Docu 2-19 PBS/12 Great Performances Black & Blue - Miles Davis | 3-26 ABC-6 20-20 | 4-7 CBS-10 How'd They Do That?, 1
Comp CC Day Amanpour, 1
Comp Connected, 1
Comp Bush/Press Conf, 1
Comp 10AM 7PM, 1
Comp Hardball Sci/ Cr[sic] 6AM || SNL 11:30 PM, 1
Comp Japan Train Wreck ; Mexico City Protest (Support Mayor), 1
Comp AAPL Tiger, 1
Comp Delay Bolton (Filibuster) 6AM, 1
Comp Secrets to DaVinci Code | Scarbor. Cont'd, 1
Comp Hardball Fri[sic] World is Flat 7:45 PM, 1
Comp 3AM | 6AM BBC C-Span, 1
Comp 10PM 5-3 || 5-4 6AM 10AM, 1
Comp 7:30 PM Deepak Chapra Fox/MSNBC/CNN || 6AM BBC, 1
Comp 1AM [illegible] || 6AM BBC C-Span Walmart 11:30 AM, 1
Comp | 6AM 1PM, 1
Comp 11:30 PM Sat | 230 AM Sun, 1
Comp (Sun) || Monsters of the Forest Amazon Jungle, 1
Sunday CNN 6:55 AM | CBS-3 Sunday Morning | Face Nation | CNN 11 | Rel[sic] Bl[sic], 1
6PM | 9:55, 1
(Pres. Debate #2), 1
PBS-12(11) 2-18 M[sic] Medeci[sic] | Documentaries 3-11 NBC 9 Diana 2 | News 4-19 PBS 12(11) Lehrer | NBR, 1
0.2569444444444444, 1
CNN 3-26 3:30 PM 6PM | 3-27 12:05 AM, 1
Malcolm In The Middle [each date], 1
News PBS-12(11) Lehrer 1hr | NBR | ABC-6(5) Nite Line, 1
CNN 3-18 3:21 PM 6PM | 3-19 12:15 AM, 1
CNN 3-17 3:05 PM 6PM | 3-18 12:10 AM, 1
Comedy 12-1 CBS-3(2) Yes Dad || 12-2 NBC 10(9) Frasier | 12-3 ABC 6(5) 8PM | CBS2 9:30, 1
News PBS 12(11) LEhrer | NBR | ABC-6 Nite Line, 1
CNN 4-8 3:04 PM 6PM | NBC 10(9) 10:10 PM, 1
News 1-6 PBS 12(11) Lehrer | NBR | 1-8 Lehrer | NBR | 1-9 Lehrer | NBR | Wash Wk | Moyer | Wall St Wk, 1
TechTV (42) 1-3 (Sat) 5:15 PM | 1-4 1:25 PM, 1
TechTV (Sat), 1
News PBS-12(11) Lehrer | NBR | ABC 6(5) Nite Line, 1
Comedy 11-24 CBS 3(2) | 12-4 NBC 10(9) Friends, 1
News / Specials 6-25 PBS-12(11) Wash Wk | Moyers | 6-28 Lehrer | NBR | 6-29 Lehrer | NBR | 6-30 Lehrer | NBR | 7-1 Lehrer | NBR, 1
MS-NBC 12-27 Hard Ball / Brown / Harvard 7:00 PM || News 12-29 PBS 12(11) Lehrer | NBR, 1
Sunday Fox 29 News | ABC 10(9) Ch[sic] S[sic] | Meet Press | PBS-12(11) Cliff Brown | [illegible] | Ethics | McL Group, 1
Comedy 12-23 ABC-6(5) Wife 10PM || 12-25 NBC 10(9) Friends | Will & Grace, 1
News 12-31 PBS-12(11) Lehrer | NBR | 1-2 Lehrer | NBR | Wash Wk | Market News | Wall St Wk, 1
Sunday CBS3(4) Sunday Morning 9AM | Face Nation | ABC 6(5) This Week 11AM | C-Span 2 Book Imperialism 12M Neil Ferguson, 1
Comedy Stand-Up Comedy Improv 11-8 thru 11-12 | On The Road 10-13[11-13] | Carolines 10-13[11-13], 1
Comedy - Are You Being Served, 1
News 11-23 PBS-12 McNeil Lehrer | NBR | 11-24 McNeil Lehrer | NBR | 11-25 McNeil Lehrer | 11-29 McNeil Lehrer, 1
Docu - Bill Moyer's Journal | David Frost NAFTA, 1
Comedy - The Mommies | Empty Nest | [illegible] | Sisters | [illegible] | Sat Nite Live | [illegible], 1
Sunday NBC-3 Today | Meet The Press | ABC-6 Fr[sic] [illegible] | Brinkley, 1
Drama Emmy Awards | Drama, 1
Docu NBC-3 Mystery S[sic] | A&E-30 | A&E, 1
Sci/Doc [illegible] | [illegible] WW FX | The Day The Universe Changed, 1
Drama 9-30 PBS-12 Mystery | Sherlock Holmes || 11-24 ABC-6 President G[sic], 1
Drama Masterpiece Theater - Sharpe's Ri[sic], 1
Docu 11-23 A&E-30 Pt II | Inve[sic] [illegible] Kennedy | 11-24 #I4[?], 1
News 11-19 PBS-12 McNeil Lehrer | NBR | Wash Wk | Wall St Wk | 11-23 CNN Bus Morn | ABC Nite Line | 11-24 CNN Business | ABC Nite Line, 1
News C-Span Call-in Cliff | Betty Friedan, 1
Docu Water Way | Nature | Bill Moyers, 1
Sci/Doc Lifesense A+E 10-17 || 11-2 NBC-3 Dateline NBC | 11-23 NBC-3 Dateline NBC, 1
Comedy 11-19 ABC-6 Family Matters | Boy Meets World | Step By Step | Mr. Cooper | 11-23 Fox-29 R[sic] | B[sic] [illegible] | 11-23 HBO Tracey Ullman A Char Act [?] | 11-24 CBS-10 Hearts Afire | The Nanny, 1
News Sunday 5:30, 1
Comedy - Saved By The Bell | Getting By | Larroquette | 2nd Half, 1
Sunday 5:30 PM, 1
News 6:30AM, 1
News 2-19 C-Span 11PM - Midn. | 2-20 CNN 6:30A | News 2-21 7AM C-FNN 1PM, 1
Docu 4-12 PBS-12 Nature | Medicine at the Crossroads || 4-13 PBS-12 Great Journey | NOVA | Frontline | 4-15 PBS-12 Travels | Mystery, 1
Docu 4-21 PBS-12 Earth Keeping | Longest Hatred | 4-23 PBS-12 Empire of the Air, 1
Docu 1-25 Nature | Amer. Exper. | Nat. Geog. | Lost Maya City | 4-6 PBS-12 NOVA | Front Line, 1
Docu 4-29 PBS-12 Rainey + Fashion | 4-30 ABC-6 20-20 | 5-2 ABC-6 Day One Indepe[sic] | PBS-12 Immigrant Free Special || 5-6 PBS-12 Swiss Rail Journeys | 5-7 PBS-12 Shirley Temple, 1
Docu 4-15 ABC-6 Prime Time Live | 4-16 ABC-6 20-20 | 4-17 Mac Perf 600 World of Discovery ABC-6 | 4-18 ABC-6 Day One | 4-22 ABC-6 Prime Time Live | 4-23 NBC [illegible] | ABC-6 D[sic] Live Perf., 1
Docu PBS/12 9 Spotlight | Bob Dylan Comment || 4-7 CBS-10 48Hrs | 4-8 ABC-6 Prime Time Live, 1
Docu Gr[sic] | Amer. Exper. | Dinosaurs || 1-24 Fuhrer Seduction of a Nation | 4-8 PBs-12 Travels | 4-11 PBS-12 A Time to Build, 1
Comedy: Evening At The Improv [each date], 1
Comedy 9-1 ABC-6 Wonder Years (Final) | 9-3 ABC-6 Fam. Mat. | Mr. Cooper | Step By Step | Dinosaurs | A&E 30 Diana & Charles | 9-4 Ed Sullivan | 9-7 Fox-29/11 Roc | Daddy Dearest, 1
Comedy NBC-3 Leno | Letterman [each date], 1
Docu 4-2 PBS-12 Great Journey | Degerative Art | Frontline | 4-22 PBS-12 Travels | Freedom to Hate | So Many Miracles, 1
Docu Babara Walters | Oscar Awards, 1
Docu - NOVA | Adventure | Frontline | David Frost, 1
Docu 5-10 PBS-12 Dancing | 5-11 Legacy | NOVA | Frontline | Mine Eyes Have Seen The Coming, 1
Docu - Griffeth Hollywood, 1
Docu 4-26 PBS-12 Nature | Medec[sic] At The Crossroads | 4-27 PBS-12 NOVA | Frontline, 1
Docu - Living in Space | Elizabeth II | Travels, 1
Comedy 9-1 CBS-10 Trouble With Larry | Tall Hopes | 9-2 NBC-3 Mad About You | Wings | Seinfeld | Jon Larroquette | Mad About You | Wings | 9-3 CBS-10 How'd They Do That? | The Boys | Building, 1
Comedy - Evening At The Improv [8-19 thru 8-27] | Apollo 8-28, 1
Comedy Are You Being Served II | Take A Letter Mr. Jones, 1
Comedy 8-14 NBC-3 Super Bloopers + Practical Jokes | Empty Nest | Nurses | Sisters | 8-15 ABC-6 Funniest Videos | A&E-30 Carolines Comedy Hour | 8-22 ABC-6 Funniest Videos 1|2, 1
Comedy 8-27 CBS-10 Conversation with David Letterman | 8-30 NBC-3 Fresh Prince | Blossom | CBS-10 Murphy Brown | Big Wave Dave | 8-31 ABC-6 Full House | When I LIve | Roseanne | Coach | 9-4 NBC-3 Super Bloopers, 1
David Letterman (CBS) [each date], 1
Comedy NBC-3 Super Ploopers + Practical Jokes | Empty Nest | Nurses | PBS-12 Red Dwarf, 1
Comedy - Evening At The Improv, 1
Comedy 8-29 Fox 29/11 Living Single | Married | Herman's Head | NBC-3 Leno | 8-31 Roc | Roc | Leno 8-31 | Letterman, 1
Comedy A+E-30 8-25 | Evening At The Improv | Comedy on the Road 8-28 | Caroline's Comedy Hr 8-28 | Caroline's Comedy Hr 8-29 | Evening at the Improv 8-30 | 8-31, 1
Comedy 8--16 CBS-10 Murphy Brown | Big Wisdom | 8-17 Ha[sic] | 8-18 ABC-6 Home Impr. | Delta | 8-20 PBs-12 News McNeil Lehrer | NBR | Wash Wk | Wall St Wk | That's [illegible], 1
Comedy - Are You Being Served? [each date], 1
Comedy 8-4 ABC-6 Wonder Years | Street March | Home Improvement | Delta | 8-5 NBC-3 Cheers | Seinfeld | Michael Jackson | 8-11 ABC-6 Wonder Years | Street March | Home Impr. | Delta, 1
Comedy 8-4 NBC-3 Apollo Theater Hall of Fame - Cosby | 8-9 CBS-10 Big Wave Dave's | 8-12 NBC-3 Mad About You | Wings | Cheers | Seinfeld | 8-13 ABC-6 Step By Step | Dinosaurs | 20-20 1/2, 1
Comedy 7-25 ABC-6 Funniest Videos 1|2 | A&E-30 Caroline's Comedy Hour | 7-26 NBC-3 Fresh Prince | Blossom | 7-28 ABC-6 Wonder Years | Street March | Home Improv. | Delta | 8-1 A&E-30 Caroline's Comedy Hour, 1
Comedy 7-18 A&E-30 Caroline's Comedy Hour | 7-19 CBS-10 Harlan & Marley | 7-21 CBS-10 Family Dog 1|2 | ABC-6 Home Impr. | Delta | 7-24 A&E-30 Comedy on the Road | Caroline's Comedy HOur, 1
Comedy 8-7 NBC-3 Super Bloopers + Practical Jokes | A&E-30 Comedy on the Road | Caroline's Comedy Hour | 8-10 ABC-6 Full House | Where I Live | Roseanne | Coach | 8-13 CBS-10 League of Their Own 1|2, 1
Comedy 8-1 Fox-29 Parker Lew | Down There | In Living Color | ROC | Man[sic] | Herman's Head | 8-2 NBC-3 Laugh-In 20th Anniv. | 8-3 ABC-6 Full House | Where I Live | Roseanne, 1
Comedy - A&E-30 Improv [each date], 1
All In The Family 57 - 13 227 | AIF 7-1 | 7-2 227 | AIF | 7-5 227 | AIF || 7-6 227 | AIF || 7-7 227 | AIF | 7-9 AIF, 1
Comedy CH-6 8PM | Ch 10 9PM, 1
Comedy 7-24 #5 Apollo C[sic] | NBC-3 Sat Nite Live | Comedy Showcase | 7-25 Fox-29 Parker Lewis | Dan[sic] Thea[?] | In Liv Color | Mommies | Married | Herman's Head, 1
Comedy 8-14 A&E-30 Comedy On The Road | Caroline's Comedy Hour | 17-5 Show Time At The Apollo | NBC-3 Comedy Showcase | 8-17 ABC-6 Full House | Where I Live | Roseanne | Coach, 1
Comedy 7-27 NBC-3 Qheen | Wings | Cheers | Seinfeld | Comedy Store's 30th B'Day | 7-23 CBS-10 G[sic] Dad[?] | B[sic] B[sic] | ABC-6 Dinosaurs | Per[sic] St[sic] | 7-24 NBC-3 TV Bloopers...Jokes, 1
Comedy - WKRP | [illegible], 1
All In The Family - 227 | AIF [each date], 1
Comedy 7-29 NBC-3 Mad About You 1|2 | Cheers | Seinfeld | 7-30 NBC-10[CBS?] Golden Palace | Bklyn Bridge | ABC-6 Dinosaurs | Perfect Strangers | 8-2 Love & War | 8-3 Coach | 8-5 C[sic] M[sic] | 8-6 CNN [illegible], 1
All In The Family 57-13 [each date], 1
Comedy NBC-3 Almost Home | Nurses | Empty Nest | Any[sic] | A&E-30 Comedy On The Road | Caroline's Comedy Hour | NBC-3 Sat Nite Live | ABC-6 Fun Vid | Dinosaurs, 1
Comedy 4-12 NBC-10 Eve Shade | Bob | Murphy Brown | Love & War || 4-13 PBS-12 McNeil Lehrer | NBR | Comedy 4-13 ABC-6 Full House | Mr. Cooper | Roseanne | Delta | Letterman Do[illegible], 1
Comedy - Parker Lewis | S[sic] Grand | In Liv Color | Roc | Married | Herman's Head | News | Flying Blind | Edge, 1
Drama 11-1 PBS-12 The Singing Detective | TLC 11-14, 1
Drama - Northern Exposure [each date], 1
Drama 8-12 PBS-12 Great Railway Journey | Mystery | Agatha Christie | 8-13 ABC-6 20-20 1/2 | 9-24 Odd Couple, 1
Docu 11-16 PBS-12 Frontline - Lee Harvey Oswald | Plot to Kill Pres Kennedy | 11-17 Amer. Experience [illegible] | Frontline JFK & The Mob, 1
Docu PBS-12 3rd Reich | Human Cens[illegible] | 11-14 CBS-10 60 Minutes - 25 Years, 1
Drama NBC 3 Sea Quest 9-12 Sea Quest | Loraquette | Wings | 9-18 Sea Quest | 9-26 Sea Quest, 1
Docu 8-26 PBS-12 Great Railway Journies | 11-18 PBS-12 Waterways | Mystery | Lee Harvey Oswald, 1
Drama 4-16/17 ABC-6 Murder In Space | 7-4 PBS-12 Davide Perot | Frost | Jean Shepherd - Family Vaughn | 7-5 Fox-29 12:01 || 10-3 Drama PBs-12 Masterpiece Theater, 1
Drama/Movies PBS-12 Jack The Giant Killer | LIttle House On The Prairie | PBs-12 Mystery, 1
News 2-7 CNN 8:45PM - 2-8 CBS/10 AM, 1
News 2-8 CNN || 2-23 CNN, 1
News (Mon) CBS/10 AM Oprah CNN, 1
News 2-11 CBS/10 12:45 Mandela | 60 Min Empl Congr || 2-12 CNN, 1
Comedy - 227 | Amen | Golden Girls | Empty Nest | Cuba Cousteau & Castro, 1
News 2-3 CNN 4:00 PM - 7:00 PM || 2-4 CNN 7AM-, 1
News NBC/3 AM ; FNN ; CNN, 1
News Prime Time Laundering The Money, 1
News ABC/6 AM FNN, 1
News CNN/8 7AM-8 | ESCM 8:30 | CNN/8 8:30, 1
News 2-19 CBS/10 AM || 2-23 CNN, 1
News 2-15 6:30 PM CNN Bush in Columbia || 2-16 CNN, 1
News 2-11 CNN 8PM || 2-12 FNN, 1
News (Sun) WSJ Rpt | CNN 7AM 12:30 P, 1
2-24 || News 3-2 ABC/6 AM 7AM | Donahue, 1
Sunday 3-29 Utley | Meet The Press | Business World | Issues + Answers | Brinkley || 4-1 McNeil Lehrer | NBR | 4-2 CNN 6:30-7AM, 1
News Sun Adam Smith PBS Docs, 1
Comedy 4-8 NBC-3 Wings | Wings | Cheers | Seinfeld | 4-9 ABC-6 Family Matters | Step By Step | Getting By | Where I Live | 4-14 CBS-10 How'd They Do That | PBS-12 1st 100 Daze | 4-16 NBC-3 Letterman, 1
Comedy - Parker Lewis | [illegible] Gr[sic] | In Liv Color | Roc | Married | Herman's Head | News | Flying Blind | Edge, 1
Comedy 3-22 Fox-29 Simpsons | Martin | In Liv. Color | Down The Shore || 3-30 ABC-6 Full House | Mr. Cooper | Roseanne | Just Get Through This | 3-31 ABC-6 Wonder Years | Home Free | Home Impr. | Coach, 1
Comedy 4-9 NBC-3 Letterman | 4-10 A&E-30 Caroline's Comedy Hour | 4-12 NBC-3 Fresh Prince 1|2 | Blossom | Mad Abt You | Seinfeld[?] 1|2, 1
CBS-10 Picket Fences 4-15 | 4-16 ABC-6 Family Matters | Step By Step | Getting By | Where I Live | 4-17 CBS-10 League of Own | Brooklyn Bridge | 4-17 17-5 Apollo Comedy Hr | Show Time At The Apollo, 1
Comedy 4-16 CBS-10 Family Feud | Golden Pal. | Dudley | Des. Women | 4-19 CBS-10 Evening Shade | Bob || 4-20 ABC-6 Roseanne | Delta | 4-21 ABC-6 Oprah | 4-24 CBS-10 League of Own | Brooklyn Bridge, 1
Comedy 4-22 Fox-29 Simpsons | Martin | In Liv Color | Down The Shore || 4-23 ABC-6 Family Matters | Step By Step | Getting By | Where I Live | 4-24 A&E-30 Comedy on the Road | Caroline's Comedy Hour, 1
Comedy NBC/3 Sat '93 Almost Home | Nurses | Sisters | News | Sat Nite Live || 4-10 17-5 Apollo Comedy Hour, 1
Comedy 5-2 Fox-11 Parker Lewis | Shaky Ground | In Living Color | Roc | Married | Herman's Head | News | Flying Blind | Edge | 5-3 NBC-3 Fresh Prince | B[illegible], 1
Comedy Feb '93 NBC/3 Leno | Letterman | 3-28 Fox-29 Shakey Ground | In LIv Color | Roc | Married | Herman's Head | Flying Blind | Edgy, 1
Comedy - Almost Home | Nurses | Empty Nest | Mad About You | Reasonable Doubts | News | Sat Nite Live | Comedy Showcase, 1
Comedy - Almost Home | Nurses | Empty Nest | Mad About You | Sisters | News | Saturday Night Live | Comedy Showcase, 1
Comedy 3-4-92 C[sic] | [illegible] | Cheers | Seinfeld | Leno | Letterman | 4-7 ABC-6 Wonder Yrs | Home Free | Home Impr | Coach, 1
Comedy - Parker Lewis | Shaky Ground | In Living Color | Married | Herman's Head, 1
Comedy 4-26 CBS-10 Eve Shade | Bob | Murphy Brown | Good Advice | Northern Exposure || 4-27 ABC-6 Full House | Mr. Cooper | Roseanne | Delta | 5-4 ABC-6 Full House | Roseanne, 1
Comedy 3-17/18 PBS-12 Take A Letter Mr. Jones || 4-2 ABC-6 Fam. Matters | Step By Step | Getting By | Where I Live | 4-3 - 17 Apollo Comedy Hour, 1
Comedy NBC/3 3-25 Cheers | Wings | Cheers | Seinfeld | 3-27 NBC-3 News 11PM | Sat Nite Live | 4-6 ABC-6 Full House | Where I Live | Roseanne | Delta, 1
All In The Family 5-5 | NOVA 5-12 | All In The Family 5-12, 1
Comedy 4-3 NBC-3 Almost Home | Nurses | Empty Nest | Mad About You | Ch-57 Ed Sullivan | NBC-3 News | Sat Nite LIve | 4-5 NBC-3 Fresh Prince | Blossom, 1
